"date","region","material","distr_chan","quantity","check_nm","check_pos"
2021-03-04,R001,"989365","2",19,"00000020210304086845","0000000001"
2021-02-01,R002,"706051","2",13,"00000020210201015544","0000000002"
2021-04-27,R003,"812976","2",8,"00000002021042702946","0000000006"
2021-03-22,R004,"258403","2",2,"00000020210322031062","0000000003"
2021-05-06,R001,"1234373","2",6,"00000020210506078804","0000000001"
2021-04-23,R003,"384775","2",1,"00000002021042302458","0000000002"
2021-07-23,R002,"438328","1",14,"00000020210723014172","0000000004"
2021-05-09,R004,"489541","2",4,"00000020210509012095","0000000003"
2021-02-01,R003,"1354327","1",7,"00000020210201021602","0000000001"
2021-03-25,R002,"572471","1",18,"00000020210325075176","0000000013"
2021-02-02,R001,"367201","1",10,"00000020210202025112","0000000002"
2021-07-19,R003,"1277556","2",10,"00000002021071902755","0000000003"
2021-03-21,R004,"870803","1",11,"00000020210321038296","0000000002"
2021-03-26,R004,"1124268","2",4,"00000020210326075345","0000000009"
2021-05-19,R004,"520356","1",12,"00000020210519032121","0000000004"
2021-02-25,R004,"1278581","2",16,"00000020210225037645","0000000003"
2021-05-07,R003,"377970","2",18,"00000020210507013359","0000000002"
2021-02-25,R004,"1211957","2",16,"00000020210225011791","0000000002"
2021-04-14,R002,"1180494","1",7,"00000020210414019555","0000000001"
2021-05-12,R002,"764928","2",1,"00000020210512039962","0000000005"
2021-03-23,R002,"457306","1",5,"00000020210323012665","0000000001"
2021-01-05,R003,"1206754","2",20,"00000020210105012385","0000000001"
2021-04-24,R002,"330026","1",10,"00000002021042402773","0000000002"
2021-04-28,R001,"1188174","1",16,"00000020210428035946","0000000001"
2021-05-09,R003,"1330048","2",1,"00000020210509013044","0000000002"
2021-01-26,R002,"831876","1",11,"00000002021012602848","0000000007"
2021-02-15,R002,"747506","2",14,"00000020210215035353","0000000001"
2021-02-04,R003,"1407766","1",7,"00000020210204022091","0000000007"
2021-05-30,R003,"1198115","2",5,"00000020210530018707","0000000002"
2021-05-28,R004,"485205","1",6,"00000002021052806897","0000000003"
2021-02-01,R002,"871296","1",10,"00000002021020103391","0000000001"
2021-05-22,R002,"1397608","2",7,"00000020210522057393","0000000002"
2021-07-08,R002,"375765","1",20,"00000020210708036443","0000000002"
2021-03-19,R004,"1103271","1",6,"00000020210319017531","0000000002"
2021-01-14,R003,"457306","2",11,"00000002021011404851","0000000003"
2021-02-28,R004,"474315","2",11,"00000020210228025501","0000000019"
2021-02-09,R001,"484984","1",9,"00000020210209016648","0000000002"
2021-01-18,R001,"1397608","1",10,"00000020210118048588","0000000005"
2021-07-10,R002,"1391672","1",20,"00000020210710112931","0000000001"
2021-02-19,R004,"169319","1",13,"00000020210219018338","0000000004"
2021-04-21,R003,"1096884","2",10,"00000020210421017726","0000000001"
2021-03-26,R003,"329289","2",16,"00000020210326033551","0000000002"
2021-04-02,R002,"874988","2",19,"00000020210402114649","0000000001"
2021-03-15,R002,"670760","2",15,"00000020210315056668","0000000001"
2021-01-10,R003,"813917","1",19,"00000020210110012239","0000000001"
2021-03-29,R003,"545404","2",10,"00000020210329031603","0000000001"
2021-01-27,R004,"209175","1",1,"00000020210127012128","0000000011"
2021-01-30,R004,"1104343","2",3,"00000020210130038500","0000000005"
2021-04-12,R004,"1265564","2",11,"00000020210412027798","0000000003"
2021-02-16,R001,"1286027","2",10,"00000020210216016176","0000000008"
2021-03-12,R004,"1348409","2",15,"00000020210312011787","0000000001"
2021-01-26,R002,"482206","1",20,"00000020210126017991","0000000001"
2021-04-05,R001,"534463","2",14,"00000020210405013666","0000000002"
2021-04-02,R001,"839496","1",11,"00000020210402026774","0000000001"
2021-05-18,R003,"140453","1",15,"00000020210518014229","0000000001"
2021-07-15,R001,"981242","1",15,"00000002021071502995","0000000001"
2021-02-16,R003,"1026360","2",12,"00000020210216024381","0000000003"
2021-02-26,R002,"761286","2",3,"00000020210226011884","0000000005"
2021-06-09,R002,"751429","2",13,"00000002021060901268","0000000001"
2021-02-27,R002,"727271","2",1,"00000020210227042784","0000000003"
2021-02-03,R002,"1137889","1",5,"00000020210203015662","0000000008"
2021-04-29,R003,"1352480","2",20,"00000020210429012782","0000000001"
2021-04-07,R001,"646737","1",17,"00000020210407012264","0000000002"
2021-04-13,R003,"826857","1",16,"00000020210413019294","0000000001"
2021-04-23,R003,"1061603","2",15,"00000020210423011637","0000000001"
2021-02-11,R001,"1316575","2",15,"00000020210211036042","0000000003"
2021-03-11,R003,"954913","2",15,"00000020210311026053","0000000002"
2021-02-15,R002,"1211957","2",12,"00000002021021501947","0000000001"
2021-03-18,R003,"1270652","2",20,"00000020210318013505","0000000002"
2021-07-12,R002,"1304728","1",15,"00000020210712029265","0000000004"
2021-07-12,R003,"1428541","2",1,"00000020210712034391","0000000001"
2021-04-10,R001,"860916","2",16,"00000020210410058464","0000000003"
2021-06-25,R002,"900267","2",9,"00000020210625035326","0000000002"
2021-07-08,R003,"283943","1",3,"00000020210708016066","0000000001"
2021-04-20,R001,"993493","2",5,"00000020210420014607","0000000002"
2021-01-17,R004,"236848","2",15,"00000020210117013927","0000000006"
2021-03-01,R004,"1399102","1",8,"00000020210301042042","0000000002"
2021-03-22,R002,"198678","1",17,"00000020210322055862","0000000001"
2021-03-23,R002,"1237916","1",19,"00000020210323024985","0000000001"
2021-01-24,R004,"862820","1",17,"00000020210124012660","0000000001"
2021-01-23,R004,"996253","2",8,"00000020210123025091","0000000001"
2021-03-19,R002,"1176309","1",4,"00000020210319015175","0000000008"
2021-01-21,R003,"664872","1",20,"00000020210121034924","0000000001"
2021-05-07,R004,"716515","1",15,"00000020210507017117","0000000003"
2021-01-27,R004,"1426782","2",7,"00000020210127017802","0000000008"
2021-04-14,R004,"280304","1",16,"00000020210414077069","0000000001"
2021-02-28,R003,"1121145","2",7,"00000020210228085710","0000000002"
2021-03-24,R003,"1098579","2",2,"00000020210324013602","0000000001"
2021-03-22,R001,"1056682","2",6,"00000020210322046423","0000000004"
2021-01-26,R001,"724361","2",8,"00000020210126018332","0000000002"
2021-05-17,R002,"1109318","1",18,"00000002021051703661","0000000001"
2021-05-01,R003,"957263","2",15,"00000002021050103282","0000000001"
2021-04-08,R003,"813917","2",18,"00000020210408031263","0000000001"
2021-05-02,R003,"467067","2",17,"00000020210502017507","0000000001"
2021-05-06,R001,"831348","1",20,"00000002021050601960","0000000004"
2021-01-16,R002,"537337","2",6,"00000020210116016213","0000000001"
2021-02-08,R004,"391973","1",11,"00000020210208022904","0000000022"
2021-01-12,R003,"401064","1",16,"00000020210112054747","0000000001"
2021-07-11,R002,"678239","2",3,"00000020210711032577","0000000001"
2021-04-17,R002,"1138615","1",1,"00000020210417015505","0000000001"
2021-03-28,R001,"1044450","1",18,"00000020210328012303","0000000003"
2021-07-01,R004,"913071","1",17,"00000002021070101463","0000000002"
2021-03-13,R002,"622535","1",15,"00000020210313039694","0000000001"
2021-01-11,R003,"1107630","2",2,"00000020210111014929","0000000001"
2021-01-27,R003,"1424394","2",18,"00000020210127057771","0000000001"
2021-02-26,R002,"392837","2",9,"00000020210226037718","0000000003"
2021-01-30,R004,"669715","1",18,"00000020210130048824","0000000006"
2021-06-11,R001,"1388193","1",7,"00000020210611012980","0000000002"
2021-04-14,R001,"715451","2",13,"00000020210414042940","0000000005"
2021-07-15,R002,"843741","1",8,"00000020210715011491","0000000001"
2021-07-10,R003,"519956","1",2,"00000020210710026348","0000000004"
2021-05-11,R002,"616525","2",10,"00000020210511013296","0000000001"
2021-03-21,R001,"1128608","1",6,"00000020210321012300","0000000001"
2021-01-17,R004,"1328058","1",11,"00000020210117015692","0000000003"
2021-01-06,R002,"194879","2",17,"00000020210106011465","0000000003"
2021-03-29,R004,"922197","1",4,"00000020210329019134","0000000003"
2021-01-17,R003,"1195087","1",17,"00000020210117036650","0000000002"
2021-01-08,R002,"1104343","2",3,"00000020210108021344","0000000013"
2021-04-16,R004,"675471","2",5,"00000020210416015359","0000000001"
2021-02-20,R003,"1411186","2",12,"00000020210220018334","0000000001"
2021-02-28,R002,"805603","1",4,"00000020210228076273","0000000001"
2021-02-21,R001,"1216025","1",8,"00000020210221075225","0000000001"
2021-03-13,R003,"348084","2",11,"00000020210313044570","0000000015"
2021-03-30,R002,"1188174","1",1,"00000020210330023283","0000000003"
2021-05-07,R001,"1274857","1",13,"00000020210507025053","0000000001"
2021-01-17,R001,"1119277","1",4,"00000020210117028993","0000000002"
2021-05-16,R002,"1148843","1",3,"00000020210516013237","0000000004"
2021-06-30,R001,"825539","2",2,"00000020210630028054","0000000017"
2021-05-16,R004,"717993","1",6,"00000020210516014032","0000000001"
2021-01-31,R001,"443655","2",6,"00000020210131041701","0000000002"
2021-05-14,R001,"1163102","2",9,"00000020210514078495","0000000001"
2021-03-04,R001,"801813","1",19,"00000020210304035964","0000000001"
2021-04-26,R001,"863186","1",15,"00000020210426016507","0000000009"
2021-05-30,R002,"628760","2",7,"00000020210530035228","0000000001"
2021-05-23,R002,"977610","1",10,"00000002021052301892","0000000002"
2021-01-28,R002,"349151","1",1,"00000020210128035747","0000000008"
2021-06-23,R001,"752290","2",9,"00000002021062303193","0000000002"
2021-03-12,R003,"569543","2",16,"00000020210312079802","0000000003"
2021-02-18,R001,"947643","1",8,"00000020210218015342","0000000007"
2021-03-06,R001,"1206509","2",6,"00000020210306021827","0000000001"
2021-03-16,R001,"625283","1",12,"00000020210316018770","0000000001"
2021-05-26,R003,"993493","2",11,"00000020210526021135","0000000002"
2021-05-06,R002,"161658","1",18,"00000020210506014006","0000000002"
2021-03-03,R002,"887946","1",4,"00000020210303019350","0000000009"
2021-01-30,R003,"169319","2",4,"00000020210130044613","0000000001"
2021-01-17,R001,"623182","2",20,"00000020210117012969","0000000004"
2021-01-09,R001,"1411186","1",3,"00000020210109026551","0000000004"
2021-04-26,R001,"957512","2",20,"00000020210426039502","0000000004"
2021-05-19,R003,"390122","1",1,"00000020210519041615","0000000002"
2021-07-16,R004,"1323806","2",18,"00000020210716037260","0000000001"
2021-03-15,R001,"1069216","1",19,"00000020210315032386","0000000006"
2021-05-30,R003,"161658","1",14,"00000020210530013517","0000000007"
2021-06-25,R003,"984523","1",13,"00000020210625011816","0000000001"
2021-01-19,R001,"1096884","1",10,"00000020210119016908","0000000002"
2021-07-22,R004,"606453","2",6,"00000020210722113964","0000000003"
2021-01-12,R003,"1082253","2",19,"00000020210112035840","0000000001"
2021-01-23,R003,"1307896","2",19,"00000002021012301370","0000000008"
2021-04-22,R004,"1178124","1",1,"00000020210422014725","0000000004"
2021-01-13,R004,"683153","2",16,"00000002021011301927","0000000002"
2021-03-21,R004,"638421","2",6,"00000020210321027037","0000000001"
2021-03-29,R001,"507431","1",2,"00000020210329011919","0000000004"
2021-02-08,R001,"1057184","2",10,"00000020210208014556","0000000011"
2021-04-01,R001,"659011","2",10,"00000020210401019424","0000000003"
2021-02-15,R001,"1159090","2",13,"00000020210215015607","0000000001"
2021-04-30,R001,"338975","1",1,"00000002021043003627","0000000001"
2021-03-01,R002,"981242","1",8,"00000020210301014209","0000000003"
2021-01-23,R002,"1171344","2",20,"00000020210123021374","0000000002"
2021-03-15,R003,"900338","2",9,"00000020210315028887","0000000003"
2021-04-24,R001,"1414603","1",15,"00000020210424026418","0000000002"
2021-06-02,R001,"1163077","2",4,"00000020210602015132","0000000001"
2021-04-07,R001,"252291","1",5,"00000020210407046231","0000000007"
2021-03-29,R001,"1265577","1",20,"00000002021032902622","0000000002"
2021-01-24,R001,"1132016","2",9,"00000020210124079787","0000000012"
2021-04-21,R004,"813917","2",9,"00000020210421012085","0000000010"
2021-07-24,R002,"1027749","1",2,"00000020210724042195","0000000002"
2021-02-12,R003,"407431","2",10,"00000020210212016992","0000000002"
2021-04-02,R003,"520356","1",1,"00000020210402047393","0000000001"
2021-04-19,R001,"778396","1",18,"00000002021041902378","0000000005"
2021-01-13,R002,"403069","2",6,"00000020210113018601","0000000001"
2021-05-26,R001,"671704","1",3,"00000020210526041380","0000000001"
2021-04-05,R002,"1115290","1",16,"00000020210405032630","0000000002"
2021-05-28,R001,"1215662","1",20,"00000020210528011937","0000000003"
2021-04-18,R004,"1163102","2",9,"00000020210418015663","0000000001"
2021-07-07,R004,"403069","2",1,"00000020210707026041","0000000001"
2021-01-14,R003,"496113","2",16,"00000020210114022276","0000000001"
2021-05-11,R001,"637634","1",19,"00000020210511036356","0000000001"
2021-06-09,R003,"896920","1",2,"00000020210609023024","0000000003"
2021-06-24,R004,"234826","2",6,"00000020210624034783","0000000001"
2021-02-21,R001,"1117546","2",13,"00000002021022101878","0000000001"
2021-05-01,R002,"535010","2",11,"00000020210501021628","0000000001"
2021-04-16,R002,"382371","1",16,"00000020210416017132","0000000002"
2021-06-28,R003,"637634","2",12,"00000020210628011929","0000000001"
2021-04-13,R003,"566787","2",6,"00000020210413011937","0000000001"
2021-06-23,R004,"883963","1",11,"00000020210623035003","0000000003"
2021-05-28,R004,"204107","1",5,"00000020210528012901","0000000001"
2021-01-11,R001,"1216660","1",10,"00000020210111077060","0000000002"
2021-05-24,R001,"721468","1",19,"00000020210524029791","0000000004"
2021-04-06,R004,"334428","2",7,"00000000202104060245","0000000003"
2021-04-29,R003,"247862","1",2,"00000020210429011656","0000000002"
2021-05-21,R004,"1054200","1",11,"00000020210521028575","0000000001"
2021-06-08,R004,"1056682","1",13,"00000020210608011973","0000000001"
2021-05-26,R003,"892844","1",13,"00000020210526016034","0000000005"
2021-01-20,R003,"1119539","1",3,"00000020210120078949","0000000001"
2021-03-25,R002,"1411186","2",8,"00000020210325076654","0000000002"
2021-01-17,R003,"531775","1",9,"00000020210117038774","0000000003"
2021-07-18,R004,"900267","2",16,"00000020210718056826","0000000002"
2021-05-04,R001,"501826","2",17,"00000020210504015299","0000000002"
2021-02-13,R004,"862615","2",5,"00000020210213028310","0000000002"
2021-07-04,R004,"973246","2",20,"00000002021070404245","0000000015"
2021-03-25,R003,"712092","2",14,"00000020210325017756","0000000003"
2021-06-12,R004,"775519","1",15,"00000020210612027812","0000000003"
2021-06-09,R004,"1428541","1",15,"00000020210609026044","0000000002"
2021-01-26,R004,"839496","2",13,"00000020210126046396","0000000002"
2021-01-28,R004,"1136056","1",13,"00000020210128018160","0000000001"
2021-03-01,R004,"1148843","1",6,"00000020210301063343","0000000011"
2021-05-31,R004,"856042","2",11,"00000020210531058720","0000000004"
2021-01-18,R003,"384775","2",17,"00000002021011801761","0000000001"
2021-04-01,R001,"705613","2",3,"00000020210401013852","0000000001"
2021-06-10,R001,"902030","2",4,"00000020210610012807","0000000001"
2021-04-26,R002,"1039051","2",6,"00000002021042603405","0000000001"
2021-02-12,R002,"1297184","2",10,"00000020210212017140","0000000006"
2021-07-23,R003,"368663","1",11,"00000020210723021422","0000000005"
2021-05-07,R001,"1283080","2",10,"00000020210507022060","0000000002"
2021-01-15,R001,"1198115","2",15,"00000020210115033167","0000000001"
2021-03-13,R003,"928913","1",8,"00000020210313011673","0000000001"
2021-01-07,R003,"1399102","2",16,"00000020210107024397","0000000001"
2021-04-01,R003,"1304728","1",5,"00000020210401036377","0000000008"
2021-04-27,R001,"1346098","1",7,"00000020210427045192","0000000005"
2021-07-26,R003,"1389345","1",13,"00000020210726014424","0000000001"
2021-06-22,R001,"161658","1",1,"00000020210622034907","0000000002"
2021-01-24,R003,"699009","2",19,"00000020210124016412","0000000001"
2021-03-16,R004,"1404592","2",10,"00000020210316031342","0000000003"
2021-03-29,R003,"755641","2",18,"00000020210329032368","0000000001"
2021-04-01,R003,"849945","2",11,"00000020210401042001","0000000001"
2021-05-18,R003,"1411759","1",20,"00000020210518078634","0000000001"
