address,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zipcode
Address: 1501 Greenwich Street #304,1501 Greenwich St UNIT 304,2.0,2.0,1310.3603069134988,01/15/2016,1150000.0,37.80009,-122.424682,Cow Hollow,4.0,Condominium,2008.0,1216690.0,94123.0
Address: 1738 Lombard Street #T4,1738 Lombard St # T4,2.0,2.0,1078.0,01/15/2016,1400000.0,37.80091,-122.430229,Marina,4.0,Condominium,2004.0,1349828.0,94123.0
Address: 3725 Webster Street,3725 Webster St,2.0,3.0,1717.0,01/15/2016,1963000.0,37.805118,-122.435725,Marina,13.0,SingleFamily,1938.0,2546902.0,94123.0
Address: 3027 Webster Street,3027 Webster St,3.5,3.0,2002.0,01/15/2016,2350000.0,37.798579,-122.43433,Cow Hollow,9.0,SingleFamily,1906.0,2670211.0,94123.0
Address: 1546 McKinnon Avenue,1546 Mckinnon Ave,2.0,4.0,1175.0,01/15/2016,720000.0,37.735509,-122.388068,Bayview,5.0,SingleFamily,1940.0,735339.0,94124.0
Address: 478 Los Palmos Drive,478 Los Palmos Dr,1.0,3.0,1450.0,01/15/2016,1200000.0,37.734682,-122.452493,Westwood Highlands,6.0,SingleFamily,1947.0,1196619.0,94127.0
Address: 367 Vernon Street,367 Vernon St,3.0,4.0,2100.0,01/15/2016,1300000.0,37.719099,-122.468325,Merced Heights,7.0,SingleFamily,1937.0,1042186.0,94132.0
Address: 115 Colby Street,115 Colby St,3.0,3.0,1753.0,01/15/2016,950000.0,37.728726,-122.413656,Portola,7.0,SingleFamily,1970.0,953825.0,94134.0
Address: 138 Bronte Street,138 Bronte St,1.0,2.0,1077.0,01/14/2016,1045000.0,37.737634,-122.410499,Bernal Heights,6.0,SingleFamily,1950.0,1118463.0,94110.0
Address: 1819 26th Avenue,1819 26th Ave,1.0,2.0,1175.0,01/14/2016,1000000.0,37.75348,-122.484273,Central Sunset,5.0,SingleFamily,1939.0,1205558.0,94122.0
Address: 2421 Franklin Street,2421 Franklin St,4.0,4.0,2096.0,01/14/2016,2400000.0,37.79675,-122.425354,Pacific Heights,8.0,Condominium,1922.0,2765504.0,94123.0
Address: 2865 Vallejo Street,2865 Vallejo St,2.0,3.0,2230.0,01/14/2016,7450000.0,37.79376,-122.444385,Pacific Heights,9.0,SingleFamily,1925.0,8086133.0,94123.0
Address: 1455 Oakdale Avenue,1455 Oakdale Ave,3.0,5.0,1594.0,01/14/2016,935000.0,37.732869,-122.387815,Bayview,8.0,SingleFamily,1964.0,769558.0,94124.0
Address: 1920 Jones Street,1920 Jones St,2.0,3.0,1675.0,01/14/2016,1950000.0,37.799094,-122.41542,Russian Hill,6.0,Condominium,1906.0,2406148.0,94133.0
Address: 231 Clinton Park,231 Clinton Park,1.0,2.0,1440.0,01/13/2016,1380000.0,37.768869,-122.425243,Mission,5.0,Condominium,1922.0,1370100.0,94103.0
Address: 721 Delano Avenue,721 Delano Ave,1.0,1.0,1210.0,01/13/2016,700000.0,37.719729,-122.445083,Outer Mission,5.0,SingleFamily,1930.0,642354.0,94112.0
Address: 324 Chicago Way,324 Chicago Way,1.0,3.0,1465.0,01/13/2016,990000.0,37.709611,-122.433129,Crocker Amazon,7.0,SingleFamily,1924.0,911446.0,94112.0
Address: 2470 Broadway Street,2470 Broadway St,5.0,5.0,3851.0,01/13/2016,6500000.0,37.794209,-122.437789,Pacific Heights,13.0,SingleFamily,1910.0,7868171.0,94115.0
Address: 528 34th Avenue,528 34th Ave,6.0,8.0,4158.0,01/13/2016,2240000.0,37.779053,-122.494007,Outer Richmond,15.0,Duplex,1987.0,2357494.0,94121.0
Address: 2425 Lincoln Way,2425 Lincoln Way,1.0,2.0,1500.0,01/13/2016,1265000.0,37.764874,-122.484231,Central Sunset,6.0,SingleFamily,1923.0,1403499.0,94122.0
Address: 2828 Divisadero Street,2828 Divisadero St,5.5,5.0,5590.0,01/13/2016,8400000.0,37.795785,-122.441671,Cow Hollow,11.0,SingleFamily,1912.0,10255025.0,94123.0
Address: 2130 Quesada Avenue,2130 Quesada Ave,2.0,4.0,995.0,01/13/2016,680000.0,37.738125,-122.399345,Silver Terrace,5.0,SingleFamily,1944.0,676584.0,94124.0
Address: 59 Manor Drive,59 Manor Dr,1.5,3.0,1575.0,01/13/2016,1250000.0,37.727581,-122.464761,Mount Davidson Manor,7.0,SingleFamily,1930.0,1324789.0,94127.0
Address: 22 Liberty Street,22 Liberty St,1.0,3.0,1379.0,01/12/2016,1389000.0,37.75791,-122.421827,Mission,6.0,Condominium,1879.0,1410141.0,94110.0
Address: 601 Capitol Avenue,601 Capitol Ave,2.0,4.0,2008.0,01/12/2016,800000.0,37.715924,-122.459257,Oceanview,7.0,SingleFamily,1977.0,912149.0,94112.0
Address: 1621 McAllister Street,1621 Mcallister St,2.0,7.0,3974.0,01/12/2016,2400000.0,37.777505,-122.438785,North Panhandle,12.0,Duplex,1900.0,2909727.0,94115.0
Address: 554 46th Avenue,554 46th Ave,1.0,2.0,830.0,01/12/2016,665000.0,37.778042,-122.506661,Outer Richmond,5.0,SingleFamily,1900.0,842718.0,94121.0
Address: 12 Las Villas Court,12 Las Villas Ct,3.0,3.0,1480.0,01/12/2016,570000.0,37.733425,-122.385585,Bayview,7.0,SingleFamily,1995.0,715042.0,94124.0
Address: 620 29th Street,620 29th St,2.0,5.0,2105.56114459518,01/12/2016,1050000.0,37.743503,-122.433974,Noe Valley,9.0,SingleFamily,1913.0,1562425.0,94131.0
Address: 383 Missouri Street,383 Missouri St,1.0,2.0,1625.0,01/11/2016,1310000.0,37.761581,-122.396117,Potrero Hill,6.0,Condominium,1904.0,1536488.0,94107.0
Address: 1250 Clay Street #306,1250 Clay St APT 306,1.0,1.0,541.0,01/11/2016,695000.0,37.793575,-122.41367,Nob Hill,3.0,Condominium,1950.0,554249.0,94108.0
Address: 1177 California Street #1212,1177 California St APT 1212,1.0,1.0,1056.0,01/11/2016,1200000.0,37.791089,-122.413658,Downtown,3.0,Condominium,1978.0,1120826.0,94108.0
Address: 1200 Gough Street #16D,1200 Gough St APT 16D,1.0,1.0,900.0,01/11/2016,825000.0,37.78482,-122.423994,Van Ness - Civic Center,4.0,Condominium,1966.0,842526.0,94109.0
Address: 39 Bradford Street,39 Bradford St,1.0,2.0,775.0,01/11/2016,1250000.0,37.742618,-122.409173,Bernal Heights,4.236660409301692,SingleFamily,1947.0,990518.0,94110.0
Address: 111 Harold Avenue,111 Harold Ave,1.0,2.0,1087.0,01/11/2016,720000.0,37.720294,-122.453327,Ingleside,4.0,SingleFamily,1947.0,641720.0,94112.0
Address: 86 Restani Way,86 Restani Way,3.5,3.0,2781.0,01/11/2016,1054000.0,37.718283,-122.443689,Outer Mission,8.0,SingleFamily,1954.0,1096512.0,94112.0
Address: 355 1st Street #1702,355 1st St UNIT 1702,2.0,2.0,1166.0,01/08/2016,1570000.0,37.787029,-122.3936,South Beach,4.0,Condominium,2004.0,1576063.0,94105.0
Address: 88 King Street #103,88 King St APT 103,3.0,3.0,1466.0,01/08/2016,1370000.0,37.78063,-122.389635,South Beach,6.0,Condominium,2000.0,1527589.0,94107.0
Address: 81 Frank Norris Street #504,81 Frank Norris St UNIT 504,1.0,1.0,800.0,01/08/2016,718000.0,37.789081,-122.420051,Downtown,4.0,Condominium,2007.0,767342.0,94109.0
Address: 72 Crescent Avenue,72 Crescent Ave,3.0,4.0,3000.0,01/08/2016,1625000.0,37.734991,-122.42276,Bernal Heights,7.0,SingleFamily,1951.0,1616808.0,94110.0
Address: 1316 Guerrero Street,1316-1318 Guerrero St,5.0,6.0,4000.0,01/08/2016,1706000.0,37.749991,-122.423045,Mission,14.0,Duplex,1925.0,2101275.0,94110.0
Address: 3532 23rd Street,3532 23rd St,1.0,2.0,1375.0,01/08/2016,1900000.0,37.753856,-122.422349,Mission,10.0,SingleFamily,1900.0,1466310.0,94110.0
Address: 1406 Golden Gate Avenue,1406 Golden Gate Ave,3.0,3.0,1628.0,01/08/2016,1200000.0,37.779515,-122.433995,Western Addition,6.0,Condominium,1885.0,1567139.0,94115.0
Address: 1833 Laguna Street,1833 Laguna St,4.5,5.0,4400.0,01/08/2016,5500000.0,37.788072,-122.428971,Lower Pacific Heights,9.0,SingleFamily,1900.0,5243295.0,94115.0
Address: 1576 Waller Street,1576 Waller St,1.0,3.0,1668.0,01/08/2016,1495000.0,37.768882,-122.45008,Haight-Ashbury,8.0,Condominium,1900.0,1379568.0,94117.0
Address: 1558 45th Avenue,1558 45th Ave,2.0,2.0,1370.0,01/08/2016,930000.0,37.757512,-122.504319,Outer Sunset,8.0,SingleFamily,1957.0,1009450.0,94122.0
Address: 2165 Revere Avenue,2165 Revere Ave,1.5,3.0,1125.0,01/08/2016,1040000.0,37.737461,-122.400912,Silver Terrace,5.0,SingleFamily,1925.0,709660.0,94124.0
Address: 95 Red Rock Way #303M,95 Red Rock Way APT 303M,1.0,0.0,592.0,01/08/2016,530000.0,37.746324,-122.441517,Diamond Heights,2.0,Condominium,1972.0,522263.0,94131.0
Address: 270 Bright Street,270 Bright St,1.0,2.0,1010.0,01/08/2016,750000.0,37.715614,-122.463238,Ingleside Heights,4.0,SingleFamily,1928.0,682958.0,94132.0
Address: 1097 Howard Street #303,1097 Howard St UNIT 303,1.0,1.0,1056.0,01/07/2016,975000.0,37.777996,-122.408912,South of Market,2.0,Condominium,1998.0,1052006.0,94103.0
Address: 260 King Street #605,260 King St UNIT 605,2.0,2.0,1488.0,01/07/2016,1475000.0,37.777641,-122.393417,South of Market,4.0,Condominium,2004.0,1548707.0,94107.0
Address: 930 Ashbury Street,930 Ashbury St,4.0,4.0,2510.0,01/07/2016,2278000.0,37.765123,-122.445719,Parnassus - Ashbury,10.0,SingleFamily,1917.0,2793185.0,94117.0
Address: 133 Richardson Avenue,133 Richardson Ave,3.0,3.0,2323.0,01/07/2016,2080000.0,37.79989,-122.446839,Cow Hollow,6.0,SingleFamily,1939.0,4266420.0,94123.0
Address: 3315 Pierce Street,3315 Pierce St,3.5,3.0,2255.0,01/07/2016,2500000.0,37.80065,-122.439786,Marina,7.0,SingleFamily,1925.0,3437198.0,94123.0
Address: 601 Van Ness Avenue #201,601 Van Ness Ave APT 201,1.0,1.0,750.0,01/06/2016,555000.0,37.781386,-122.421406,Van Ness - Civic Center,3.0,Condominium,1982.0,604402.0,94102.0
Address: 260 King Street #1009,260 King St UNIT 1009,1.0,1.0,823.0,01/06/2016,750000.0,37.777191,-122.393394,South of Market,3.0,Condominium,2004.0,812706.0,94107.0
Address: 728 Alabama Street #105,728 Alabama St APT 105,1.0,1.0,642.0,01/06/2016,655000.0,37.760025,-122.412025,Mission,3.0,Condominium,1995.0,679113.0,94110.0
Address: 50 Roscoe Street,50-52 Roscoe St,2.0,4.0,2150.0,01/06/2016,1735000.0,37.734268,-122.419017,Bernal Heights,10.0,MultiFamily2To4,1963.0,1496302.0,94110.0
Address: 14 Stoneyford Avenue,14 Stoneyford Ave,1.0,3.0,1158.0,01/06/2016,650000.0,37.730923,-122.421186,Excelsior,6.0,SingleFamily,1942.0,799134.0,94112.0
Address: 324 Hanover Street,324 Hanover St,1.0,2.0,1325.0,01/06/2016,700000.0,37.70932,-122.443403,Crocker Amazon,5.0,SingleFamily,1927.0,669644.0,94112.0
Address: 1760 Ofarrell Street #18,1760 Ofarrell St APT 18,2.0,2.0,1061.0,01/06/2016,838000.0,37.783415,-122.43399,Western Addition,5.0,Condominium,1984.0,941125.0,94115.0
Address: 811 40th Avenue,811 40th Ave,1.0,2.0,1095.0,01/06/2016,880000.0,37.773411,-122.500678,Outer Richmond,5.0,SingleFamily,1914.0,921916.0,94121.0
Address: 938 Market Street,938-940 Market St,1.0,1.0,693.0,11/25/2009,310000.0,37.783908,-122.408889,Downtown,4.0,Condominium,2007.0,675023.0,94102.0
Address: 632 Mississippi Street,632 Mississippi St,1.0,2.0,1100.0,01/05/2016,1420000.0,37.758382,-122.394495,Potrero Hill,5.0,SingleFamily,1922.0,1125336.0,94107.0
Address: 7 Lee Avenue,7 Lee Ave,3.0,2.0,1370.0,01/05/2016,1100000.0,37.718407,-122.454339,Ingleside,4.0,SingleFamily,1924.0,796210.0,94112.0
Address: 2223 44th Avenue,2223 44th Ave,2.0,3.0,1747.0,01/05/2016,1325000.0,37.7451,-122.503034,Outer Parkside,9.0,SingleFamily,1939.0,1057428.0,94116.0
Address: 1626 32nd Avenue,1626 32nd Ave,3.0,4.0,2100.0,01/05/2016,1425000.0,37.756819,-122.490297,Central Sunset,9.0,SingleFamily,1935.0,1327770.0,94122.0
Address: 1387 14th Avenue,1387 14th Ave,2.0,4.0,1926.0,01/05/2016,1655000.0,37.762208,-122.471851,Inner Sunset,8.0,SingleFamily,1931.0,1356873.0,94122.0
Address: 1765 15th Avenue,1765 15th Ave,3.5,5.0,3114.0,01/05/2016,2250000.0,37.755478,-122.472504,Golden Gate Heights,8.0,SingleFamily,1981.0,2203281.0,94122.0
Address: 1243 Quesada Avenue,1243 Quesada Ave,1.0,2.0,1250.0,01/05/2016,610000.0,37.728318,-122.383131,Bayview,7.0,SingleFamily,1927.0,608199.0,94124.0
Address: 423 28th Street #201,423-425 28TH St #201,2.0,3.0,1875.0,01/05/2016,1589000.0,37.744745,-122.43187,Noe Valley,7.0,Condominium,1981.0,2119279.0,94131.0
Address: 8200 Oceanview Terrace #204,8200 Oceanview Ter APT 204,1.0,1.0,688.0,01/05/2016,510000.0,37.71048,-122.467645,Ingleside Heights,3.0,Condominium,2002.0,523731.0,94132.0
Address: 851 South Van Ness Avenue #104,851 Van Ness Ave APT 104,2.0,2.0,1227.0,01/04/2016,641000.0,37.78352,-122.421356,Van Ness - Civic Center,3.0,Condominium,2002.0,1118435.0,94109.0
Address: 54 Marston Avenue,54 Marston Ave,5.0,5.0,2500.0,01/04/2016,1650000.0,37.727716,-122.445802,Sunnyside,7.0,SingleFamily,1927.0,1634358.0,94112.0
Address: 2151 Laguna Street #2,2151 Laguna St # 2,2.0,3.0,2624.0,01/04/2016,4500000.0,37.791114,-122.429586,Pacific Heights,7.0,Condominium,1919.0,3220249.0,94115.0
Address: 28 Williams Avenue,28 Williams Ave,2.0,2.0,1250.0,01/04/2016,660000.0,37.729497,-122.393183,Bayview,5.0,SingleFamily,1930.0,593699.0,94124.0
Address: 304 Gold Mine Drive,304 Gold Mine Dr,3.0,5.0,2504.0,01/04/2016,1651000.0,37.740484,-122.438964,Diamond Heights,7.0,SingleFamily,1968.0,1844348.0,94131.0
Address: 180 7th Street #408,180 7th St # 408,1.0,1.0,470.0,12/31/2015,550000.0,37.778082,-122.410082,South of Market,3.0,Condominium,1992.0,540858.0,94103.0
Address: 961 San Bruno Avenue,961 San Bruno Ave,2.0,2.0,1297.0,12/31/2015,980000.0,37.757433,-122.404508,Mission,6.0,SingleFamily,1927.0,1100483.0,94110.0
Address: 591 27th Avenue,591 27th Ave,1.0,2.0,900.0,12/31/2015,897000.0,37.778299,-122.486969,Central Richmond,4.0,SingleFamily,1915.0,1006445.0,94121.0
Address: 520 El Camino Del Mar,520 El Camino Del Mar,5.5,6.0,4840.0,12/31/2015,6100000.0,37.787975,-122.488862,Sea Cliff,12.0,SingleFamily,1926.0,8166551.0,94121.0
Address: 19 Bridgeview Drive,19 Bridgeview Dr,2.0,3.0,1092.0,12/31/2015,640000.0,37.7342,-122.394079,Silver Terrace,5.0,SingleFamily,1944.0,811298.0,94124.0
Address: 446 Chenery Street,446 Chenery St,1.0,1.0,977.0,12/31/2015,1064000.0,37.736154,-122.429739,Glen Park,5.0,SingleFamily,1911.0,1517423.0,94131.0
Address: 114 Clearfield Drive,114 Clearfield Dr,2.0,3.0,1790.0,12/31/2015,1350000.0,37.731595,-122.491148,Lakeshore,7.0,SingleFamily,1951.0,1351895.0,94132.0
Address: 1070 Green Street #1402,1070 Green St APT 1402,2.5,3.0,2175.7785153508594,12/31/2015,2600000.0,37.798792,-122.416797,Russian Hill,6.0,Condominium,1963.0,3135441.0,94133.0
Address: 1 Crescent Way #1402,1 Crescent Way APT 1402,2.0,2.0,1063.0,12/31/2015,660000.0,37.71085,-122.390182,Bayview,5.0,Condominium,2001.0,611960.0,94134.0
Address: 181 Ofarrell Street #514,181 Ofarrell St STE 514,1.5,1.0,1080.0,12/30/2015,978000.0,37.78619,-122.40763,Downtown,5.0,MultiFamily2To4,2006.0,1012206.0,94102.0
Address: 355 1st Street #1503,355 1st St UNIT 1503,1.0,1.0,795.0,01/03/2016,1124500.0,37.787029,-122.3936,South Beach,3.0,Condominium,2004.0,1021145.0,94105.0
Address: 355 1st Street #1602,355 1st St UNIT 1602,2.0,2.0,1239.0,12/30/2015,1500000.0,37.787029,-122.393638,South Beach,4.0,MultiFamily2To4,2004.0,1650793.0,94105.0
Address: 2250 24th Street #319,2250 24th St APT 319,1.0,2.0,809.0,12/30/2015,675000.0,37.753905,-122.40202,Potrero Hill,4.0,Condominium,1989.0,715661.0,94107.0
Address: 638 19th Street #10,638 19th St UNIT 10,2.5,3.0,1467.0,12/30/2015,1525000.0,37.762084,-122.389007,Central Waterfront - Dogpatch,5.0,Condominium,2007.0,1472569.0,94107.0
Address: 270 Nevada Street,270 Nevada St,4.0,3.0,2371.0,12/30/2015,2075000.0,37.738665,-122.411652,Bernal Heights,6.0,SingleFamily,1900.0,1886914.0,94110.0
Address: 1988 Alemany Boulevard,1988 Alemany Blvd,1.0,3.0,1466.0,12/30/2015,860000.0,37.72044,-122.43969,Mission Terrace,7.0,SingleFamily,1939.0,841301.0,94112.0
Address: 445 Persia Avenue,445 Persia Ave,1.0,3.0,1435.0,12/30/2015,950000.0,37.721458,-122.432181,Excelsior,6.0,MultiFamily2To4,1955.0,856570.0,94112.0
Address: 1145 Cayuga Avenue,1145 Cayuga Ave,1.0,3.0,1590.0,12/30/2015,1050000.0,37.719885,-122.441105,Mission Terrace,6.0,SingleFamily,1941.0,957645.0,94112.0
Address: 95 Red Rock Way #202M,95 Red Rock Way APT 202M,1.0,1.0,830.0,12/30/2015,670000.0,37.746339,-122.44152,Diamond Heights,3.0,Condominium,1972.0,688917.0,94131.0
Address: 159 Glenview Drive,159 Glenview Dr,1.0,2.0,833.0,12/30/2015,760000.0,37.748824,-122.447752,Midtown Terrace,4.0,SingleFamily,1951.0,865762.0,94131.0
Address: 1915 Diamond Street,1915 Diamond St,3.0,4.0,2400.0,12/29/2015,1800000.0,37.742141,-122.435111,Glen Park,6.0,SingleFamily,1910.0,2087545.0,94131.0
Address: 201 Harrison Street #407,201 Harrison St APT 407,1.0,0.0,410.0,12/29/2015,525000.0,37.787585,-122.39048,South Beach,1.0,Condominium,1991.0,548618.0,94105.0
Address: 81 Lansing Street #410,81 Lansing St APT 410,1.0,1.0,855.0,12/29/2015,778000.0,37.785651,-122.39403,South Beach,4.0,Condominium,1995.0,947673.0,94105.0
Address: 1177 California Street #423,1177 California St APT 423,1.0,0.0,706.0,12/29/2015,738000.0,37.791089,-122.413658,Downtown,2.0,Condominium,1978.0,759982.0,94108.0
Address: 2311 Scott Street #1,2311 Scott St APT 1,2.0,3.0,1986.0,12/29/2015,2720000.0,37.79137,-122.439704,Pacific Heights,7.0,MultiFamily2To4,1965.0,2629569.0,94115.0
Address: 430 Mangels Avenue,430 Mangels Ave,1.0,2.0,1200.0,12/29/2015,1100000.0,37.733308,-122.447346,Sunnyside,5.0,SingleFamily,1931.0,1174154.0,94127.0
Address: 179 Flood Avenue,179 Flood Ave,4.0,4.0,1900.0,12/29/2015,1538000.0,37.729648,-122.4438,Sunnyside,8.0,SingleFamily,1924.0,1893489.0,94131.0
Address: 151 Everglade Drive,151 Everglade Dr,3.0,3.0,1858.0,12/29/2015,1400000.0,37.731504,-122.489116,Lakeshore,8.0,SingleFamily,1950.0,1432173.0,94132.0
Address: 1101 Pacific Avenue #302,1101 Pacific Ave APT 302,2.0,2.0,1009.0,12/29/2015,1000000.0,37.795912,-122.413603,Nob Hill,4.0,Condominium,2000.0,1076950.0,94133.0
Address: 1015 Goettingen Street,1015 Goettingen St,2.0,3.0,1900.0,12/29/2015,880000.0,37.719474,-122.403272,Visitacion Valley,8.0,SingleFamily,1954.0,980014.0,94134.0
Address: 400 Beale Street #2506,400 Beale St APT 2506,2.0,2.0,1215.0,12/28/2015,1198000.0,37.78691,-122.390925,South Beach,5.0,Condominium,2002.0,1253307.0,94105.0
Address: 178 Jules Avenue,178 Jules Ave,1.0,3.0,1350.0,12/24/2015,821500.0,37.721438,-122.460928,Ingleside,6.0,SingleFamily,1946.0,746564.0,94112.0
Address: 2801 Jackson Street #12,2801 Jackson St # 12,1.0,2.0,1330.0,12/24/2015,1418000.0,37.791415,-122.441445,Pacific Heights,5.0,Condominium,1906.0,1351924.0,94115.0
Address: 1442 Grove Street #A,1442 Grove St # A,1.0,1.0,593.0,12/24/2015,675000.0,37.775894,-122.440467,North Panhandle,4.0,Condominium,1890.0,701276.0,94117.0
Address: 1667 34th Avenue,1667 34th Ave,1.0,2.0,1350.0,12/24/2015,1050000.0,37.75601,-122.493047,Central Sunset,5.0,SingleFamily,1940.0,1090231.0,94122.0
Address: 382 Surrey Street,382 Surrey St,2.5,3.0,1625.0,12/24/2015,1900000.0,37.735936,-122.438508,Glen Park,6.0,SingleFamily,1966.0,1831470.0,94131.0
Address: 338 Spear Street #4C,338 Spear St UNIT 4C,1.0,1.0,799.0,12/23/2015,949000.0,37.789533,-122.390371,South Beach,4.0,Condominium,2009.0,967683.0,94105.0
Address: 219 Brannan Street #1B,219 Brannan St UNIT 1B,2.0,2.0,900.0,12/23/2015,1098000.0,37.782575,-122.390364,South Beach,4.0,Condominium,2000.0,1188253.0,94107.0
Address: 1562 22nd Street,1562 22nd St,2.0,3.0,2542.0,12/23/2015,1665000.0,37.757671,-122.396586,Potrero Hill,6.0,Condominium,2006.0,1821732.0,94107.0
Address: 1268 Lombard Street #2,1268 Lombard St # 2,2.0,3.0,1860.0,12/23/2015,3195000.0,37.801884,-122.422424,Russian Hill,5.0,Condominium,2013.0,3044789.0,94109.0
Address: 977 Guerrero Street,977 Guerrero St,1.0,2.0,1440.0,12/23/2015,2000000.0,37.755558,-122.422897,Mission,6.0,Condominium,1900.0,1616829.0,94110.0
Address: 2670 San Jose Avenue,2670 San Jose Ave,1.0,3.0,1001.0,12/23/2015,756000.0,37.714831,-122.451887,Oceanview,4.0,SingleFamily,1949.0,745570.0,94112.0
Address: 2 Northwood Drive,2 Northwood Dr,2.0,3.0,1960.0,12/23/2015,1800000.0,37.72982,-122.456873,Westwood Park,6.0,SingleFamily,1924.0,1747483.0,94112.0
Address: 83 Seward Street,83 Seward St,2.0,3.0,2650.0,12/23/2015,2100000.0,37.758694,-122.440807,Eureka Valley - Dolores Heights - Castro,8.0,SingleFamily,1929.0,2112221.0,94114.0
Address: 1059 Noe Street,1059 Noe St,2.5,3.0,2545.0,12/23/2015,2495000.0,37.752026,-122.431666,Noe Valley,8.0,SingleFamily,1912.0,2532954.0,94114.0
Address: 1310 Scott Street #40,1310 Scott St # 40,2.0,3.0,1270.0,12/23/2015,958000.0,37.78228,-122.43682,Western Addition,6.0,Condominium,1986.0,963058.0,94115.0
Address: 2287 43rd Avenue,2287 43rd Ave,2.0,3.0,1331.0,12/23/2015,968000.0,37.744054,-122.50182,Outer Parkside,5.0,SingleFamily,1941.0,1132979.0,94116.0
Address: 2195 28th Avenue,2195 28th Ave,3.0,4.0,2260.0,12/23/2015,1350000.0,37.746487,-122.48589,Parkside,9.0,SingleFamily,1939.0,1336525.0,94116.0
Address: 2920 Anza Street,2920 Anza St,2.0,4.0,2102.0,12/23/2015,310000.0,37.778636,-122.479699,Central Richmond,11.0,SingleFamily,1920.0,1998218.0,94121.0
Address: 78 22nd Avenue,78 22nd Ave,4.5,4.0,4017.0,12/23/2015,4300000.0,37.786394,-122.481641,Lake,11.0,SingleFamily,1907.0,4505020.0,94121.0
Address: 1727 29th Avenue,1727 29th Ave,3.5,4.0,2580.0,12/23/2015,1880000.0,37.755068,-122.487595,Central Sunset,8.0,SingleFamily,1939.0,1515578.0,94122.0
Address: 1459 Thomas Avenue,1459-1461 Thomas Ave,3.0,6.0,1950.0,12/23/2015,655000.0,37.728719,-122.388835,Bayview,9.0,MultiFamily2To4,1900.0,894702.0,94124.0
Address: 646 Los Palmos Drive,646 Los Palmos Dr,3.0,5.0,2956.0,12/23/2015,1360000.0,37.735214,-122.456586,Westwood Highlands,8.0,SingleFamily,1979.0,1763346.0,94127.0
Address: 1231 Bosworth Street,1231 Bosworth St,1.0,1.0,600.0,12/23/2015,899000.0,37.735495,-122.441225,Glen Park,4.0,SingleFamily,1910.0,1095960.0,94131.0
Address: 567 27th Street #3,567 27th St # 3,2.0,3.0,1600.0,12/23/2015,1400000.0,37.746306,-122.432752,Noe Valley,5.0,Condominium,1989.0,1529596.0,94131.0
Address: 74 Newburg Street,74 Newburg St,2.0,4.0,1625.0,12/23/2015,2250000.0,37.745818,-122.434713,Noe Valley,10.0,SingleFamily,1941.0,2158429.0,94131.0
Address: 1381 Sanchez Street,1381 Sanchez St,3.0,4.0,2000.0,12/23/2015,2600000.0,37.747076,-122.428941,Noe Valley,7.0,SingleFamily,1900.0,2436438.0,94131.0
Address: 425 1st Street #802,425 1st St UNIT 802,2.0,2.0,1309.0,12/22/2015,1340000.0,37.786041,-122.392654,South Beach,4.0,Townhouse,2008.0,1639298.0,94105.0
Address: 4647 25th Street,4647 25th St,2.5,3.0,2041.0,12/22/2015,1450000.0,37.749075,-122.441235,Noe Valley,7.0,Condominium,1978.0,1654110.0,94114.0
